top_contributions,original_top_values,predicted_top_values,loss,label
"{""Fwd Seg Size Min"": {""URG Flag Cnt"": 0.0007303704764973507, ""PSH Flag Cnt"": 0.0005925890993194738, ""Init Fwd Win Byts"": 0.0001789953286746238, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""Dst Port"": -9.981923242173877e-06, ""Protocol"": -4.876574604183479e-06, ""Flow Duration"": -7.516071933738062e-06, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""Dst Port"": 3.642925355918871e-06, ""Protocol"": -2.1935420375478437e-06, ""Flow Duration"": 3.1370084618892837e-06, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0056054081706525,FTP-BruteForce
"{""Fwd Seg Size Min"": {""Bwd Pkts/s"": 0.00023128402262652216, ""Flow Pkts/s"": 0.00016146235234968363, ""Dst Port"": -2.1078252679909547e-06, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""Dst Port"": 9.533920143993087e-06, ""Protocol"": 2.1638260233790896e-06, ""Flow Duration"": 6.442325240472558e-06, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""FIN Flag Cnt"": 0.0004725842798754924, ""PSH Flag Cnt"": 0.00015754464750816766, ""Dst Port"": -2.8133788955058705e-07, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0056054081706525,FTP-BruteForce
"{""Fwd Seg Size Min"": {""Bwd IAT Tot"": 0.00019688226699669104, ""Bwd Pkt Len Min"": 8.586457638853035e-05, ""Dst Port"": 3.6789248890004553e-06, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""Init Fwd Win Byts"": 0.0002173158658452244, ""Active Max"": 0.00016418897733716411, ""Active Mean"": 0.00016088483777685554, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""Dst Port"": -8.629420548255643e-06, ""Protocol"": -2.1865103304796342e-06, ""Flow Duration"": -5.39970377851494e-06, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0105605572555487,FTP-BruteForce
"{""Fwd Seg Size Min"": {""Dst Port"": 5.415154190023687e-06, ""Protocol"": -9.062060590667523e-06, ""Flow Duration"": -2.2948284384511396e-06, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""Dst Port"": 8.351177536267497e-06, ""Protocol"": 7.423916987478389e-06, ""Flow Duration"": 5.500873465278568e-06, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""Dst Port"": -5.9957359615240495e-06, ""Protocol"": 9.82309941975959e-06, ""Flow Duration"": 1.7382290559558906e-06, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0105605572555487,FTP-BruteForce
"{""Fwd Seg Size Min"": {""PSH Flag Cnt"": 0.0002752363931496732, ""Dst Port"": 3.4724417976199e-06, ""Flow Duration"": -7.060870661827283e-08, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""Dst Port"": 8.140041492417053e-06, ""Protocol"": 1.782281072608924e-06, ""Flow Duration"": -3.7144119361676097e-06, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""Dst Port"": -9.043342957202616e-06, ""Protocol"": -7.766740724489939e-06, ""Flow Duration"": -8.160683979880019e-07, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0056054081706525,FTP-BruteForce
"{""Fwd Seg Size Min"": {""ACK Flag Cnt"": 0.0007367540816649379, ""Dst Port"": -7.006763044857387e-06, ""Flow Duration"": -9.693282900203816e-06, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""Init Bwd Win Byts"": 0.0010730333850657624, ""RST Flag Cnt"": 0.0008771285075729884, ""Dst Port"": 6.283364135158339e-06, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""ECE Flag Cnt"": 0.0019054467259393532, ""RST Flag Cnt"": 0.001891331292302123, ""Init Bwd Win Byts"": 0.0005051802040864153, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0105605572555487,FTP-BruteForce
"{""Fwd Seg Size Min"": {""Bwd IAT Tot"": 0.00014303749462352133, ""Dst Port"": 9.518162302146689e-06, ""Protocol"": -9.050170501870928e-06, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""Bwd Pkts/s"": 0.00020756759742620917, ""Flow Pkts/s"": 0.00015240988128655984, ""Dst Port"": -1.597039466296913e-06, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""PSH Flag Cnt"": 0.0003034447063096702, ""Dst Port"": 8.949368665449512e-06, ""Protocol"": 2.6587472987042667e-06, ""Reconstruction Error"": 0.0156403964576296}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.445}",0.0039786096006892,FTP-BruteForce
"{""Fwd Seg Size Min"": {""ACK Flag Cnt"": 0.000999917887701024, ""Dst Port"": 5.762369191423798e-06, ""Protocol"": -9.968497552056511e-06, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""Dst Port"": 5.427836940062161e-06, ""Protocol"": -5.437183119066375e-06, ""Flow Duration"": 3.1146894548282518e-06, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""Dst Port"": 8.787515532738939e-06, ""Protocol"": 3.8044300514141845e-06, ""Flow Duration"": -9.469933900063506e-06, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0105605572555487,FTP-BruteForce
"{""Fwd Seg Size Min"": {""ECE Flag Cnt"": 0.0010539134459876809, ""Init Bwd Win Byts"": 0.0007830445957582948, ""Dst Port"": 4.877686436025633e-06, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""Dst Port"": -9.726786388872797e-06, ""Protocol"": 9.158304195715746e-06, ""Flow Duration"": -8.252518581787482e-06, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""Dst Port"": -6.650177609349717e-06, ""Protocol"": -7.872977710111877e-06, ""Flow Duration"": 1.3372925399471583e-07, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0105605572555487,FTP-BruteForce
"{""Fwd Seg Size Min"": {""Dst Port"": 4.113592756886972e-06, ""Protocol"": 4.905857886963495e-06, ""Flow Duration"": 8.968249685472496e-06, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""Fwd Seg Size Min"": 0.0006980320514676785, ""Dst Port"": -6.920577483750853e-07, ""Protocol"": 6.901689149463287e-06, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""Dst Port"": -2.145097402292099e-06, ""Protocol"": -4.846625484304997e-06, ""Flow Duration"": 9.82919844815699e-06, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0105605572555487,FTP-BruteForce
"{""Fwd Seg Size Min"": {""URG Flag Cnt"": 0.0007631053185714262, ""Dst Port"": -7.756413727648239e-06, ""Protocol"": 2.8358009467396083e-06, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""Dst Port"": 2.773993583427122e-06, ""Protocol"": 5.32478072767073e-06, ""Flow Duration"": -3.440070821738294e-06, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""Dst Port"": -3.394219423274613e-06, ""Protocol"": -2.6697160548884597e-06, ""Flow Duration"": 6.32835537251434e-06, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0105605572555487,FTP-BruteForce
"{""Fwd Seg Size Min"": {""Dst Port"": 5.989735831247682e-06, ""Protocol"": -5.715209370754921e-06, ""Flow Duration"": 6.5181801593080695e-06, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""Dst Port"": -2.9395945867401398e-06, ""Protocol"": -3.916313182465137e-06, ""Flow Duration"": 7.958288787033562e-06, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""URG Flag Cnt"": 0.000814742637280867, ""FIN Flag Cnt"": 0.0006019592675644068, ""PSH Flag Cnt"": 0.0003685727186165666, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0056054081706525,FTP-BruteForce
"{""Fwd Seg Size Min"": {""ECE Flag Cnt"": 0.001256952763869131, ""RST Flag Cnt"": 0.0012557028136424364, ""Init Fwd Win Byts"": 0.00017010970239620592, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""Fwd PSH Flags"": 0.0013394967842216218, ""SYN Flag Cnt"": 0.0013394958148238527, ""Init Fwd Win Byts"": 0.00020982101945237836, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""Dst Port"": 1.8026934391479431e-06, ""Protocol"": 4.741839474512156e-06, ""Flow Duration"": 3.817930226190015e-07, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0056054081706525,FTP-BruteForce
"{""Fwd Seg Size Min"": {""Dst Port"": -7.221094387387634e-07, ""Protocol"": 3.0907758745620196e-06, ""Flow Duration"": 9.263336317058501e-07, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""Active Max"": 9.694036659614429e-05, ""Bwd IAT Tot"": 7.670286421534306e-05, ""Dst Port"": 9.351478926163797e-08, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""FIN Flag Cnt"": 0.0005897807489631129, ""PSH Flag Cnt"": 0.00046402848314816987, ""Dst Port"": 7.09390408763766e-06, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0056054081706525,FTP-BruteForce
"{""Fwd Seg Size Min"": {""PSH Flag Cnt"": 0.0004821812620888844, ""Init Fwd Win Byts"": 7.882278678626014e-05, ""Active Max"": 2.5428739198796874e-05, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""Dst Port"": 3.3988115934676613e-06, ""Flow Duration"": 1.8874591212472307e-06, ""Tot Fwd Pkts"": -1.0181232753537075e-06, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""Dst Port"": -6.114548402694753e-06, ""Protocol"": 1.7084518587982567e-06, ""Flow Duration"": -1.0490791660432498e-06, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0056054081706525,FTP-BruteForce
"{""Fwd Seg Size Min"": {""Dst Port"": 9.913542696401972e-06, ""Flow Duration"": -2.2284486438489333e-06, ""Tot Fwd Pkts"": -4.427579719499292e-06, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""Dst Port"": 2.9411504791499023e-06, ""Protocol"": 8.228754410841973e-06, ""Flow Duration"": -8.476573406136619e-06, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""Dst Port"": 1.5396714625226294e-06, ""Protocol"": -2.117006416281328e-07, ""Flow Duration"": -1.4829018106261177e-06, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0056054081706525,FTP-BruteForce
"{""Fwd Seg Size Min"": {""Dst Port"": -5.356883825835033e-06, ""Protocol"": -1.737675597350528e-06, ""Flow Duration"": -5.637562998632361e-06, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""Dst Port"": 7.67078755799107e-07, ""Flow Duration"": -7.933523834301212e-08, ""Tot Fwd Pkts"": -5.573197319297676e-06, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""Dst Port"": -7.834766942347971e-06, ""Protocol"": 7.4777576096708455e-06, ""Flow Duration"": 1.524693339407509e-06, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0105605572555487,FTP-BruteForce
"{""Fwd Seg Size Min"": {""Dst Port"": -6.881197036281406e-07, ""Protocol"": 2.99655887843135e-06, ""Flow Duration"": 1.390458371020089e-06, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""RST Flag Cnt"": 0.001706063634224656, ""ECE Flag Cnt"": 0.0015156694390975468, ""Init Bwd Win Byts"": 0.0007943364717949757, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""Dst Port"": -9.254492770069795e-06, ""Protocol"": -8.68957811548006e-06, ""Flow Duration"": -9.790806707472103e-06, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0105605572555487,FTP-BruteForce
"{""Fwd Seg Size Min"": {""Protocol"": 0.001284405110179826, ""Dst Port"": 9.112703616300545e-05, ""Bwd IAT Max"": 5.168971627796007e-05, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""URG Flag Cnt"": 0.0007357452152647847, ""FIN Flag Cnt"": 0.0004803593981395496, ""PSH Flag Cnt"": 0.0004516302788187759, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""Init Bwd Win Byts"": 0.00029990273322284616, ""Dst Port"": 4.929885172142176e-06, ""Protocol"": 8.685736413930699e-06, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0056054081706525,FTP-BruteForce
"{""Fwd Seg Size Min"": {""Dst Port"": -7.262331972202029e-06, ""Flow Duration"": 6.674170090101032e-06, ""Tot Fwd Pkts"": 2.820597038501421e-06, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""Dst Port"": -4.93783107370196e-06, ""Protocol"": -7.662720173372493e-06, ""Flow Duration"": -2.851939202874217e-06, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""Dst Port"": -3.735888395293176e-06, ""Protocol"": -6.552726107585332e-06, ""Flow Duration"": -1.085632843547329e-06, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0105605572555487,FTP-BruteForce
"{""Fwd Seg Size Min"": {""Dst Port"": -4.424279570207934e-06, ""Protocol"": -7.426774178045286e-06, ""Flow Duration"": -6.279397869399917e-06, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""Dst Port"": -8.382835181309479e-06, ""Protocol"": -1.467290527370948e-06, ""Flow Duration"": -6.091533149727701e-06, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""Dst Port"": -9.61618384578774e-06, ""Protocol"": -7.963601250714926e-06, ""Flow Duration"": -6.371788412416818e-06, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0056054081706525,FTP-BruteForce
"{""Fwd Seg Size Min"": {""Dst Port"": -4.254929945041995e-06, ""Protocol"": -2.9182117573577957e-06, ""Flow Duration"": 6.639645316790395e-06, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""Dst Port"": -1.121542871588811e-06, ""Flow Duration"": -6.633946478402047e-06, ""Tot Fwd Pkts"": -1.5422890819368386e-07, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""Fwd Seg Size Min"": 0.0012362634917185004, ""Protocol"": 0.0011920127874219717, ""Bwd IAT Tot"": 0.00011437749765715562, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0105605572555487,FTP-BruteForce
"{""Fwd Seg Size Min"": {""Bwd Pkts/s"": 0.00031211381297344587, ""Flow Pkts/s"": 0.00021630028575449312, ""Flow Duration"": -5.685169132395503e-06, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""PSH Flag Cnt"": 0.0008665830935804153, ""Init Fwd Win Byts"": 0.00020873767333786977, ""Dst Port"": -7.187571254974201e-06, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""Dst Port"": 8.94553108534921e-06, ""Protocol"": 2.1120814698551938e-06, ""Flow Duration"": 6.5573989299804516e-06, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0056054081706525,FTP-BruteForce
"{""Fwd Seg Size Min"": {""Dst Port"": 7.014322329210741e-06, ""Flow Duration"": -7.83613653665906e-06, ""Tot Fwd Pkts"": -9.556291164891801e-06, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""Dst Port"": -2.9850451268560524e-06, ""Flow Duration"": -7.938515550238856e-07, ""Tot Fwd Pkts"": 7.978518460087454e-06, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""Dst Port"": -3.775287892712131e-06, ""Protocol"": -6.47550431395214e-07, ""Flow Duration"": -9.924992239076878e-06, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0043686428360889,FTP-BruteForce
"{""Fwd Seg Size Min"": {""ECE Flag Cnt"": 0.0011990177559030855, ""RST Flag Cnt"": 0.001110166849350015, ""Dst Port"": 7.628298477143683e-06, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""Dst Port"": 1.1303597709290285e-06, ""Protocol"": -4.933115214674129e-06, ""Flow Duration"": -7.497268255793699e-06, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""Dst Port"": -6.968643428346441e-06, ""Protocol"": 1.366847470379821e-06, ""Flow Duration"": -2.9848245030158207e-06, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0056054081706525,FTP-BruteForce
"{""Fwd Seg Size Min"": {""URG Flag Cnt"": 0.000953351807406897, ""PSH Flag Cnt"": 0.0004364271657536946, ""Dst Port"": -8.05993349246509e-06, ""Reconstruction Error"": 0.15936767181229758}, ""Protocol"": {""Init Bwd Win Byts"": 0.0007619213726457787, ""Dst Port"": -6.573585589470655e-06, ""Protocol"": 6.055263172915907e-06, ""Reconstruction Error"": 0.11037978785192451}, ""Init Fwd Win Byts"": {""Init Bwd Win Byts"": 0.0004949962841726273, ""PSH Flag Cnt"": 0.0004814927742773469, ""Dst Port"": 3.196929785875431e-06, ""Reconstruction Error"": 0.01564040018475507}}","{""Fwd Seg Size Min"": 0.8333333333333334, ""Protocol"": 0.3529411764705882, ""Init Fwd Win Byts"": 0.41021728515625}","{""Fwd Seg Size Min"": 19.995356, ""Protocol"": 6.0009284, ""Init Fwd Win Byts"": 8196.446}",0.0105605572555487,FTP-BruteForce
